"Reference","Qty","Value","DNP","Exclude from BOM","Exclude from Board","Footprint","Datasheet"
"J1,J2,J3,J4,J5","5","Conn_01x02_Socket","","","","Connector_JST:JST_ZH_B2B-ZR_1x02_P1.50mm_Vertical","~"
